"160829","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Holiday Barbie","Happy Holidays",,"160829","48936"
"38258","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Holiday Barbie","Holiday Angel",,"38258","48936"
"38259","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Holiday Barbie","Holiday Celebration",,"38259","48936"
"48938","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Holiday Barbie","Other",,"48938","48936"
"48918","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends",,,"48918","15950"
"160830","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends","Breakfast at Tiffany's",,"160830","48918"
"36530","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends","Gone with the Wind",,"36530","48918"
"160831","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends","Grease",,"160831","48918"
"36532","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends","I Love Lucy",,"36532","48918"
"48919","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends","Marilyn Monroe",,"48919","48918"
"160832","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends","My Fair Lady",,"160832","48918"
"145878","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Hollywood Barbie & Friends","Other",,"145878","48918"
"160833","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Model Muse",,,"160833","15950"
"48923","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","My Scene Dolls",,,"48923","15950"
"48924","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","My Size Barbie",,,"48924","15950"
"48925","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie",,,"48925","15950"
"145879","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","Avon",,"145879","48925"
"160834","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","Cheerleader",,"160834","48925"
"36528","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","Coca-Cola",,"36528","48925"
"160835","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","Hard Rock Café",,"160835","48925"
"36531","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","Harley-Davidson",,"36531","48925"
"160836","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","Hello Kitty",,"160836","48925"
"36533","Dolls & Bears","Dolls","Barbie Contemporary (1973-Now)","Barbie Dolls","Pop Culture Barbie","NASCAR",,"36533","48925"
